IdSensore,Tipologia,Unità DiMisura,IdStazione,NomeStazione,Quota,Provincia,DataStart,DataStop,Storico,UTM_Nord,UTM_Est,lng,lat,location
13,Temperatura,°C,6,Bormio Ponte sul  Frodolfo,1250,SO,25/11/1987,,N,5146642,605400,10.372742774828684,46.46511042549073,"(46.46511042549073, 10.372742774828684)"
203,Altezza Neve,cm,14,Valfurva S. Caterina,1730,SO,01/01/2011,,N,5140927,614872,10.494659427896742,46.412148011196464,"(46.412148011196464, 10.494659427896742)"
99,Temperatura,°C,52,Grosio Diga Fusino,1220,SO,01/12/2001,,N,5131141,595908,10.245970197827939,46.327055775545546,"(46.327055775545546, 10.245970197827939)"
135,Precipitazione,mm,61,Valdisotto Arginone,1050,SO,01/01/2007,,N,5137647,604113,10.353980048858165,46.384380971659404,"(46.384380971659404, 10.353980048858165)"
67,Altezza Neve,cm,29,Chiesa in Valmalenco Funivia Bernina,2014,SO,03/04/1990,,N,5126716,566527,9.863699890856447,46.29075801339412,"(46.29075801339412, 9.863699890856447)"
42,Precipitazione,mm,29,Chiesa in Valmalenco Funivia Bernina,2014,SO,04/12/1989,,N,5126716,566527,9.863699890856447,46.29075801339412,"(46.29075801339412, 9.863699890856447)"
101,Altezza Neve,cm,52,Grosio Diga Fusino,1220,SO,01/12/2001,,N,5131141,595908,10.245970197827939,46.327055775545546,"(46.327055775545546, 10.245970197827939)"
6,Livello Idrometrico,cm,6,Bormio Ponte sul  Frodolfo,1250,SO,24/11/1987,,N,5146642,605400,10.372742774828684,46.46511042549073,"(46.46511042549073, 10.372742774828684)"
30,Temperatura,°C,14,Valfurva S. Caterina,1730,SO,02/05/1988,,N,5140927,614872,10.494659427896742,46.412148011196464,"(46.412148011196464, 10.494659427896742)"
112,Temperatura,°C,57,Branzi Caserma Carabinieri,830,BG,16/11/2001,,N,5094534,558779,9.75912783256968,46.0018575585613,"(46.0018575585613, 9.75912783256968)"
11,Precipitazione,mm,6,Bormio Ponte sul  Frodolfo,1250,SO,24/11/1987,,N,5146642,605400,10.372742774828684,46.46511042549073,"(46.46511042549073, 10.372742774828684)"
21,Precipitazione,mm,14,Valfurva S. Caterina,1730,SO,02/05/1988,,N,5140927,614872,10.494659427896742,46.412148011196464,"(46.412148011196464, 10.494659427896742)"
28,Temperatura,°C,12,Valdidentro Arnoga,1880,SO,02/05/1988,,N,5145777,595373,10.24200573511197,46.45882031954811,"(46.45882031954811, 10.24200573511197)"
114,Altezza Neve,cm,57,Branzi Caserma Carabinieri,830,BG,08/01/2003,,N,5094534,558779,9.75912783256968,46.0018575585613,"(46.0018575585613, 9.75912783256968)"
11836,Direzione Vento,°,119,San Giovanni Bianco Cornalita,622,BG,10/05/2012,,N,5079768,549604,9.639112837494569,45.86969089938538,"(45.86969089938538, 9.639112837494569)"
2271,Umidità Relativa,%,119,San Giovanni Bianco Cornalita,622,BG,07/09/2001,,N,5079768,549604,9.639112837494569,45.86969089938538,"(45.86969089938538, 9.639112837494569)"
9024,Temperatura,°C,1221,Casnigo Campo Sportivo,502,BG,18/02/2004,,N,5073453,567252,9.865590362771156,45.811360742715465,"(45.811360742715465, 9.865590362771156)"
9386,Umidità Relativa,%,1221,Casnigo Campo Sportivo,502,BG,18/12/2008,,N,5073453,567252,9.865590362771156,45.811360742715465,"(45.811360742715465, 9.865590362771156)"
123,Livello Idrometrico,cm,60,Villa di Chiavenna,665,SO,20/11/2002,15/09/2009,S,5131062,539410,9.512031889439431,46.33198716063755,"(46.33198716063755, 9.512031889439431)"
8133,Temperatura,°C,819,Lozio,994,BS,21/11/2001,,N,5093242,597570,10.259749527330223,45.985806882663645,"(45.985806882663645, 10.259749527330223)"
8170,Precipitazione,mm,819,Lozio,994,BS,21/11/2001,,N,5093242,597570,10.259749527330223,45.985806882663645,"(45.985806882663645, 10.259749527330223)"
8134,Temperatura,°C,820,Pisogne,842,BS,21/11/2001,,N,5074267,589881,10.156944059526895,45.81610845411331,"(45.81610845411331, 10.156944059526895)"
8169,Precipitazione,mm,820,Pisogne,842,BS,21/11/2001,,N,5074267,589881,10.156944059526895,45.81610845411331,"(45.81610845411331, 10.156944059526895)"
14339,Direzione Vento,°,133,Bema,958,SO,15/11/2012,,N,5105929,544001,9.569334700408506,46.10551877576103,"(46.10551877576103, 9.569334700408506)"
2275,Radiazione Globale,W/m²,119,San Giovanni Bianco Cornalita,622,BG,12/09/2003,,N,5079768,549604,9.639112837494569,45.86969089938538,"(45.86969089938538, 9.639112837494569)"
3,Livello Idrometrico,cm,3,Sondalo Le Prese,950,SO,24/11/1987,,N,5133847,604242,10.354811516997314,46.35017157750056,"(46.35017157750056, 10.354811516997314)"
2452,Precipitazione,mm,133,Bema,958,SO,01/01/1993,,N,5105929,544001,9.569334700408506,46.10551877576103,"(46.10551877576103, 9.569334700408506)"
2447,Temperatura,°C,133,Bema,958,SO,01/01/1993,,N,5105929,544001,9.569334700408506,46.10551877576103,"(46.10551877576103, 9.569334700408506)"
9113,Precipitazione,mm,1221,Casnigo Campo Sportivo,502,BG,18/02/2004,,N,5073453,567252,9.865590362771156,45.811360742715465,"(45.811360742715465, 9.865590362771156)"
2278,Precipitazione,mm,119,San Giovanni Bianco Cornalita,622,BG,07/09/2001,,N,5079768,549604,9.639112837494569,45.86969089938538,"(45.86969089938538, 9.639112837494569)"
2270,Temperatura,°C,119,San Giovanni Bianco Cornalita,622,BG,07/09/2001,,N,5079768,549604,9.639112837494569,45.86969089938538,"(45.86969089938538, 9.639112837494569)"
14340,Velocità Vento,m/s,133,Bema,958,SO,15/11/2012,,N,5105929,544001,9.569334700408506,46.10551877576103,"(46.10551877576103, 9.569334700408506)"
11651,Velocità Vento,m/s,125,Castello d'Agogna,106,PV,01/01/1993,29/05/2020,S,5010411,476502,8.700571652227913,45.246800446962254,"(45.246800446962254, 8.700571652227913)"
2448,Umidità Relativa,%,133,Bema,958,SO,01/01/1993,,N,5105929,544001,9.569334700408506,46.10551877576103,"(46.10551877576103, 9.569334700408506)"
11650,Velocità Vento,m/s,119,San Giovanni Bianco Cornalita,622,BG,07/09/2001,,N,5079768,549604,9.639112837494569,45.86969089938538,"(45.86969089938538, 9.639112837494569)"
64,Livello Idrometrico,cm,33,Lanzada Ganda,988,SO,10/11/1989,,N,5124452,568154,9.884492288726006,46.270223168372866,"(46.270223168372866, 9.884492288726006)"
2449,Radiazione Globale,W/m²,133,Bema,958,SO,01/01/1993,,N,5105929,544001,9.569334700408506,46.10551877576103,"(46.10551877576103, 9.569334700408506)"
11837,Direzione Vento,°,125,Castello d'Agogna,106,PV,12/02/2012,20/05/2020,S,5010411,476502,8.700571652227913,45.246800446962254,"(45.246800446962254, 8.700571652227913)"
6175,Umidità Relativa,%,512,Carate Brianza v.De Gasperi,250,MB,01/01/1999,26/04/2018,S,5057635,518272,9.234591661788048,45.672024734078455,"(45.672024734078455, 9.234591661788048)"
14257,Temperatura,°C,1346,Campodolcino Alpe Motta,1880,SO,17/10/2012,,N,5141127,528341,9.368831613649158,46.42312127327754,"(46.42312127327754, 9.368831613649158)"
19243,Velocità Vento,m/s,502,Milano v.Juvara,122,MI,28/02/2014,,N,5035546,517377,9.222315138737468,45.473225708577175,"(45.473225708577175, 9.222315138737468)"
10661,Umidità Relativa,%,1898,Valganna Mondonico,665,VA,18/05/2020,,N,5084612,485317,8.810666295513172,45.914919843129915,"(45.914919843129915, 8.810666295513172)"
10658,Temperatura,°C,1898,Valganna Mondonico,665,VA,18/05/2020,,N,5084612,485317,8.810666295513172,45.914919843129915,"(45.914919843129915, 8.810666295513172)"
10666,Precipitazione,mm,1898,Valganna Mondonico,665,VA,18/05/2020,,N,5084612,485317,8.810666295513172,45.914919843129915,"(45.914919843129915, 8.810666295513172)"
10664,Velocità Vento,m/s,1898,Valganna Mondonico,665,VA,18/05/2020,,N,5084612,485317,8.810666295513172,45.914919843129915,"(45.914919843129915, 8.810666295513172)"
10662,Direzione Vento,°,1898,Valganna Mondonico,665,VA,18/05/2020,,N,5084612,485317,8.810666295513172,45.914919843129915,"(45.914919843129915, 8.810666295513172)"
6698,Temperatura,°C,642,Pavia v. Folperti,77,PV,01/06/2002,,N,5004590,512932,9.164638300630086,45.19467609907785,"(45.19467609907785, 9.164638300630086)"
14589,Direzione Vento,°,1379,Gargnano,984,BS,15/07/2015,,N,5065317,625847,10.61740677213208,45.72996009420703,"(45.72996009420703, 10.61740677213208)"
2202,Velocità Vento,m/s,115,Ispra tetto,193,VA,26/10/2001,01/08/2012,S,5073482,470058,8.614601410385973,45.8142505176502,"(45.8142505176502, 8.614601410385973)"
2084,Radiazione Globale,W/m²,106,Varzi Nivione,500,PV,12/09/2003,,N,4961571,514194,9.179491628449293,44.807399892628766,"(44.807399892628766, 9.179491628449293)"
6163,Umidità Relativa,%,564,Erba v. Battisti,279,CO,21/02/2009,,N,5072803,517232,9.221779204488435,45.808573806922965,"(45.808573806922965, 9.221779204488435)"
5932,Temperatura,°C,570,Tirano Viale Italia,439,SO,01/11/1993,17/05/2018,S,5118891,589196,10.156470232146322,46.21774621439411,"(46.21774621439411, 10.156470232146322)"
14159,Direzione Vento,°,140,Motta Visconti SMR,100,MI,21/05/2012,25/08/2020,S,5014273,499103,8.988562726793255,45.281956197427846,"(45.281956197427846, 8.988562726793255)"
14121,Precipitazione,mm,1327,Milano v.Rosellini,124,MI,02/04/2012,,N,5037412,515187,9.194354974831441,45.49007287851451,"(45.49007287851451, 9.194354974831441)"
12724,Precipitazione,mm,1899,Bereguardo Fornasetta,95,PV,11/08/2020,,N,5012143,501719,9.021910873269455,45.26278148198283,"(45.26278148198283, 9.021910873269455)"
4004,Radiazione Globale,W/m²,140,Motta Visconti SMR,100,MI,28/10/2008,25/08/2020,S,5014273,499103,8.988562726793255,45.281956197427846,"(45.281956197427846, 8.988562726793255)"
12712,Direzione Vento,°,125,Castello d'Agogna,106,PV,22/05/2020,,N,5010411,476502,8.700571652227913,45.246800446962254,"(45.246800446962254, 8.700571652227913)"
4008,Precipitazione,mm,140,Motta Visconti SMR,100,MI,15/05/2003,25/08/2020,S,5014273,499103,8.988562726793255,45.281956197427846,"(45.281956197427846, 8.988562726793255)"
4001,Temperatura,°C,140,Motta Visconti SMR,100,MI,23/05/2003,25/08/2020,S,5014273,499103,8.988562726793255,45.281956197427846,"(45.281956197427846, 8.988562726793255)"
12720,Direzione Vento,°,1899,Bereguardo Fornasetta,95,PV,16/08/2020,,N,5012143,501719,9.021910873269455,45.26278148198283,"(45.26278148198283, 9.021910873269455)"
4002,Umidità Relativa,%,140,Motta Visconti SMR,100,MI,15/05/2003,25/08/2020,S,5014273,499103,8.988562726793255,45.281956197427846,"(45.281956197427846, 8.988562726793255)"
12722,Velocità Vento,m/s,1899,Bereguardo Fornasetta,95,PV,16/08/2020,,N,5012143,501719,9.021910873269455,45.26278148198283,"(45.26278148198283, 9.021910873269455)"
24408,Temperatura,°C,1974,Grone San Fermo,1246,BG,30/08/2020,,N,5066048,572800,9.935872972330552,45.744156277136966,"(45.744156277136966, 9.935872972330552)"
24411,Umidità Relativa,%,1974,Grone San Fermo,1246,BG,30/08/2020,,N,5066048,572800,9.935872972330552,45.744156277136966,"(45.744156277136966, 9.935872972330552)"
12716,Temperatura,°C,1899,Bereguardo Fornasetta,95,PV,11/08/2020,,N,5012143,501719,9.021910873269455,45.26278148198283,"(45.26278148198283, 9.021910873269455)"
24416,Precipitazione,mm,1974,Grone San Fermo,1246,BG,30/08/2020,,N,5066048,572800,9.935872972330552,45.744156277136966,"(45.744156277136966, 9.935872972330552)"
12719,Umidità Relativa,%,1899,Bereguardo Fornasetta,95,PV,11/08/2020,,N,5012143,501719,9.021910873269455,45.26278148198283,"(45.26278148198283, 9.021910873269455)"
24412,Direzione Vento,°,1974,Grone San Fermo,1246,BG,30/08/2020,,N,5066048,572800,9.935872972330552,45.744156277136966,"(45.744156277136966, 9.935872972330552)"
12728,Radiazione Globale,W/m²,1974,Grone San Fermo,1246,BG,30/08/2020,,N,5066048,572800,9.935872972330552,45.744156277136966,"(45.744156277136966, 9.935872972330552)"
11025,Precipitazione,mm,826,Gavardo SP 116,205,BS,06/08/2020,,N,5049767,612403,10.44108604357676,45.59235602705005,"(45.59235602705005, 10.44108604357676)"
24414,Velocità Vento,m/s,1974,Grone San Fermo,1246,BG,30/08/2020,,N,5066048,572800,9.935872972330552,45.744156277136966,"(45.744156277136966, 9.935872972330552)"
19008,Velocità Vento,m/s,620,Milano v.Brera,122,MI,25/03/2014,29/10/2020,S,5035365,514782,9.189110383708842,45.47165629324304,"(45.47165629324304, 9.189110383708842)"
4007,Velocità Vento,m/s,140,Motta Visconti SMR,100,MI,15/05/2003,26/08/2020,S,5014273,499103,8.988562726793255,45.281956197427846,"(45.281956197427846, 8.988562726793255)"
19009,Direzione Vento,°,620,Milano v.Brera,122,MI,25/03/2014,29/10/2020,S,5035365,514782,9.189110383708842,45.47165629324304,"(45.47165629324304, 9.189110383708842)"
12713,Velocità Vento,m/s,125,Castello d'Agogna,106,PV,21/05/2020,,N,5010411,476502,8.700571652227913,45.246800446962254,"(45.246800446962254, 8.700571652227913)"
11644,Velocità Vento,m/s,108,Samolaco v.Vignola,206,SO,27/07/1994,,N,5120369,532896,9.426654061947305,46.23610160988358,"(46.23610160988358, 9.426654061947305)"
14725,Temperatura,°C,1545,San Siro Alpe Rescascìa,1285,CO,30/12/2014,,N,5102069,518430,9.238323435918229,46.071947417956004,"(46.071947417956004, 9.238323435918229)"
2336,Precipitazione,mm,123,Cavenago d'Adda,67,LO,08/08/2002,,N,5013018,544138,9.562659972530115,45.269273960528615,"(45.269273960528615, 9.562659972530115)"
8166,Temperatura,°C,870,Como viale Geno,200,CO,05/07/2000,,N,5074080,506207,9.079902000578425,45.82025491696097,"(45.82025491696097, 9.079902000578425)"
8161,Precipitazione,mm,889,Torre Boldone,311,BG,21/11/2001,,N,5063070,555269,9.710185460541974,45.718977777624474,"(45.718977777624474, 9.710185460541974)"
9119,Precipitazione,mm,1218,Ardesio Valcanale,1002,BG,01/01/2004,,N,5088916,566917,9.8634321558842,45.95055277386598,"(45.95055277386598, 9.8634321558842)"
5127,Velocità Vento,m/s,166,Mantova Lunetta2 SMR,25,MN,08/01/2006,,N,5002119,643358,10.823931433968092,45.157985278189244,"(45.157985278189244, 10.823931433968092)"
2064,Umidità Relativa,%,104,Segrate Milano Due,120,MI,21/06/1995,16/06/2004,S,5038760,520713,9.26512999260201,45.50206407454183,"(45.50206407454183, 9.26512999260201)"
7046,Temperatura,°C,695,Ponti sul Mincio v.San Martino,113,MN,19/12/2006,,N,5030184,631718,10.683357343786835,45.41277169168634,"(45.41277169168634, 10.683357343786835)"
14700,Precipitazione,mm,1420,Gordona,1362,SO,20/03/2014,,N,5126494,526127,9.339203152913957,46.29151911107429,"(46.29151911107429, 9.339203152913957)"
14165,Umidità Relativa,%,1219,Casalbuttano ed Uniti,56,CR,09/10/2012,,N,5011836,575599,9.96349170050652,45.25595602117305,"(45.25595602117305, 9.96349170050652)"
